Index,Date,Target,Sector,Country,Transaction Type,Deal Value (USD/MLNS),Inv,Inv_ticker,marketCapitalization_1996,minusCashAndCashEquivalents_1996,addTotalDebt_1996,enterpriseValue_1996,currentRatioTTM_1996,netProfitMarginTTM_1996,inventoryTurnoverTTM_1996,debtEquityRatioTTM_1996,revenuePerShareTTM_1996,marketCapitalization_1997,minusCashAndCashEquivalents_1997,addTotalDebt_1997,enterpriseValue_1997,currentRatioTTM_1997,netProfitMarginTTM_1997,inventoryTurnoverTTM_1997,debtEquityRatioTTM_1997,revenuePerShareTTM_1997,marketCapitalization_1998,minusCashAndCashEquivalents_1998,addTotalDebt_1998,enterpriseValue_1998,currentRatioTTM_1998,netProfitMarginTTM_1998,inventoryTurnoverTTM_1998,debtEquityRatioTTM_1998,revenuePerShareTTM_1998,marketCapitalization_1999,minusCashAndCashEquivalents_1999,addTotalDebt_1999,enterpriseValue_1999,currentRatioTTM_1999,netProfitMarginTTM_1999,inventoryTurnoverTTM_1999,debtEquityRatioTTM_1999,revenuePerShareTTM_1999,marketCapitalization_2000,minusCashAndCashEquivalents_2000,addTotalDebt_2000,enterpriseValue_2000,currentRatioTTM_2000,netProfitMarginTTM_2000,inventoryTurnoverTTM_2000,debtEquityRatioTTM_2000,revenuePerShareTTM_2000,marketCapitalization_2001,minusCashAndCashEquivalents_2001,addTotalDebt_2001,enterpriseValue_2001,currentRatioTTM_2001,netProfitMarginTTM_2001,inventoryTurnoverTTM_2001,debtEquityRatioTTM_2001,revenuePerShareTTM_2001,marketCapitalization_2002,minusCashAndCashEquivalents_2002,addTotalDebt_2002,enterpriseValue_2002,currentRatioTTM_2002,netProfitMarginTTM_2002,inventoryTurnoverTTM_2002,debtEquityRatioTTM_2002,revenuePerShareTTM_2002,marketCapitalization_2003,minusCashAndCashEquivalents_2003,addTotalDebt_2003,enterpriseValue_2003,currentRatioTTM_2003,netProfitMarginTTM_2003,inventoryTurnoverTTM_2003,debtEquityRatioTTM_2003,revenuePerShareTTM_2003,marketCapitalization_2004,minusCashAndCashEquivalents_2004,addTotalDebt_2004,enterpriseValue_2004,currentRatioTTM_2004,netProfitMarginTTM_2004,inventoryTurnoverTTM_2004,debtEquityRatioTTM_2004,revenuePerShareTTM_2004
0,2000.0,SmithKline Beecham Ltd.,Life Science,United Kingdom,Merger,75700.0,"GlaxoSmithKline plc, 980 Great West Road, Brentford, TW8 9GS, United Kingdom, +44 20 8047 5000, www.gsk.com",GSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,962000000.0,0.0,-962000000.0,1.0,0.0,,,,0.0,1306000000.0,0.0,-1306000000.0,,0.0,4309.0,,
1,2000.0,"Etec Systems, Inc.",Semiconductors,United States,Add-on Acquisition,1800.0,"Applied Materials, Inc., 3050 Bowers Avenue, P.O. Box 58039, Santa Clara, California, 95052, United States, (408) 727-5555, www.appliedmaterials.com",AMAT,5079214400.0,404000000.0,353000000.0,5028214400.0,2.8802139037433157,0.14475271411338964,4.582463465553236,0.5350210970464135,2.821647379169503,9609506700.0,448000000.0,679000000.0,9840506700.0,2.689015691868759,0.12223858615611193,3.1676384839650145,0.7236573759347382,2.6962276637988087,12116239200.0,575000000.0,618000000.0,12159239200.0,3.1475849731663685,0.05714992577931717,3.9190647482014387,0.5796219160525473,2.669749009247028,27672320230.8,823300000.0,2521600000.0,29370620230.8,3.0313286210614594,0.15367043279619683,4.010273431326063,0.5464880320988793,3.2360086629212583,26685178600.0,1648000000.0,668000000.0,25705178600.0,3.202536231884058,0.21580928481806774,3.1309840425531914,0.484375,5.566938300349244,26909820000.0,1356000000.0,565000000.0,26118820000.0,5.076320939334638,0.06918153343320169,2.8952583156404814,0.29209938214802156,4.332153392330383,21323166600.0,1285000000.0,614000000.0,20652166600.0,5.3784143904063955,0.05314105096799684,2.3594976452119307,0.27493765586034913,2.9741480611045827,30165686000.0,1365000000.0,456000000.0,29256686000.0,5.101157830591103,-0.03328121509939692,3.021030494216614,0.278135845314824,2.696987951807229,21251417644.800003,2281844000.0,4706588000.0,23676161644.800003,4.49370820824124,0.1686375110241864,3.784385729632568,0.3057017648512577,4.746734979305393
2,2000.0,"Sirius XM Holdings, Inc.",Media,United States,Stake Purchase,1591.0,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2000.0,"UST, Corp.",Financial Services,United States,Add-on Acquisition,1412.0,"Citizens Financial Group, Inc., One Citizens Plaza, Providence, Rhode Island, 02903, United States, (401) 456-7000, www.citizensbank.com",CFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2000.0,"Interleaf, Inc.",Software,United States,Add-on Acquisition,851.0,"BroadVision, Inc., 460 Seaport Court Suite 102, Redwood City, California, 94063, United States, (650) 331-1000, www.broadvision.com",BVSN,171200000.0,17600000.0,500000.0,154100000.0,3.506849315068493,-0.926605504587156,,0.3761904761904762,13.625,150400000.0,8300000.0,3000000.0,145100000.0,2.2637362637362637,-0.2730627306273063,,0.8079470198675497,33.875,1039000000.0,61900000.0,3200000.0,980300000.0,4.8969696969696965,0.07858546168958742,,0.24205378973105135,50.9,11995200000.0,279800000.0,4900000.0,11720300000.0,9.649746192893401,0.16277056277056276,,0.17641946697566627,96.25,3866400000.0,153100000.0,3900000.0,3717200000.0,2.6749418153607447,-0.39043247161150035,,0.13246804716139898,344.9166666666667,637200000.0,75800000.0,2900000.0,564300000.0,1.765169424743893,-3.4204498977505113,,0.9320531757754801,203.75,133900000.0,77400000.0,1900000.0,58400000.0,1.043613707165109,-1.4710957722174287,,4.771634615384615,89.15384615384616,215150000.0,78800000.0,1000000.0,137350000.0,1.007085020242915,-0.4029511918274688,,23.3875,67.76923076923077,86800000.0,41900000.0,7400000.0,52300000.0,0.8162436548223351,0.2641025641025641,,3.7565789473684212,55.714285714285715
5,2000.0,First National Bank of Clovis,Financial Services,United States,Add-on Acquisition,23.2,"Heartland Financial USA, Inc., 1398 Central Avenue, Dubuque, Iowa, 52001, United States, (563) 589-2100, www.htlf.com",HTLFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000.0,Pacific Advantage International Ltd.,Marketing,United States,Add-on Acquisition,4.0,"Juniper Networks, Inc., 1133 Innovation Way, Sunnyvale, California, 94089, United States, (408) 745-2000, www.juniper.net",JNPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,34866694384.2,158000000.0,187900000.0,34896594384.2,6.782764811490126,-0.08771929824561403,,0.12169543369019008,0.1806446160509608,29853779794.3,563005000.0,1738457000.0,31029231794.3,6.231502532253891,0.21962253953594724,,1.8809907370116794,2.2126906738594063,4594060903.2,606845000.0,1532797000.0,5520012903.2,4.648883861299073,-0.015125893157103207,,1.39589159077533,2.7773422089185855,2756287352.5,194435000.0,1326150000.0,3888002352.5,2.8134771758172743,-0.21891987331373147,,0.827761160016805,1.558468184604856,9611330166.0,365606000.0,773747000.0,10019471166.0,2.3754405752150007,0.055887355590945445,,0.5431583744174987,1.835242555863729,10559256909.599998,713182000.0,804659000.0,10650733909.599998,2.811513472556713,0.10160484244610293,,0.16803290383008632,2.7095764724493128
7,2000.0,"Growth Networks, Inc.",Technology Hardware,United States,Add-on Acquisition,355.0,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",CSCO,27934796800.000004,280000000.0,0.0,27654796800.000004,2.8088426527958386,0.222900390625,4.6843853820598005,0.2875886524822695,0.681757656458056,41351534400.0,270000000.0,0.0,41081534400.0,2.76875,0.16288819875776397,8.788235294117648,0.27086247086247084,1.0294117647058822,84023342900.0,535000000.0,0.0,83488342900.0,2.129032258064516,0.1595933325452181,8.060773480662984,0.2546784859997186,1.3149385978548112,163177988400.0,827000000.0,1189000000.0,163539988400.0,1.5367965367965368,0.17245351324666777,6.5030674846625764,0.2571501969515328,1.891378773731715,373861400600.0,4234000000.0,0.0,369627400600.0,2.138183217859892,0.14095519864750633,5.47564935064935,0.24051779446729818,2.54477009948911,98606068400.0,4873000000.0,0.0,93733068400.0,1.585350790513834,-0.04548512986139147,6.6633016627078385,0.2993362831858407,3.097971095052807,82100940900.0,9484000000.0,0.0,72616940900.0,2.08155223880597,0.10007930214115782,7.843181818181818,0.3189209938581798,2.5399489727407007,104306620700.0,3925000000.0,0.0,100381620700.0,1.617434289848083,0.1895327894904121,6.466208476517755,0.3238788397730922,2.6135954589505745,99036360000.0,3722000000.0,4947000000.0,100261360000.0,1.648052395725612,0.19963710591970968,5.732394366197183,0.37473863548362113,3.222953216374269
8,2000.0,Utilicom Networks LLC,Communications,United States,"Buyout (LBO, MBO, MBI)",252.0,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000.0,Western Integrated Networks,Media,United States,"Buyout (LBO, MBO, MBI)",828.0,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",BX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
